State,   TAVG,   TMIN,   TMAX,Date,Year,Month
Alaska,1.5,-4.5,7.5,2010-01-01,2010,1
Alaska,10.8,3.6,18.0,2010-02-01,2010,2
Alaska,9.8,0.4,19.2,2010-03-01,2010,3
Alaska,26.9,18.3,35.4,2010-04-01,2010,4
Alaska,41.3,31.6,51.0,2010-05-01,2010,5
Alaska,49.5,41.3,57.7,2010-06-01,2010,6
Alaska,52.1,45.0,59.1,2010-07-01,2010,7
Alaska,51.5,44.4,58.6,2010-08-01,2010,8
Alaska,42.8,34.1,51.4,2010-09-01,2010,9
Alaska,27.6,21.4,33.7,2010-10-01,2010,10
Alaska,17.7,12.2,23.2,2010-11-01,2010,11
Alaska,-2.4,-8.4,3.6,2010-12-01,2010,12
Alaska,7.0,0.2,13.9,2011-01-01,2011,1
Alaska,6.0,-2.7,14.7,2011-02-01,2011,2
Alaska,11.9,1.5,22.3,2011-03-01,2011,3
Alaska,23.2,14.1,32.3,2011-04-01,2011,4
Alaska,40.5,31.3,49.6,2011-05-01,2011,5
Alaska,49.8,42.2,57.5,2011-06-01,2011,6
Alaska,52.1,44.5,59.6,2011-07-01,2011,7
Alaska,49.0,41.8,56.1,2011-08-01,2011,8
Alaska,42.4,35.6,49.1,2011-09-01,2011,9
Alaska,28.5,22.9,34.2,2011-10-01,2011,10
Alaska,3.6,-3.1,10.3,2011-11-01,2011,11
Alaska,9.4,3.0,15.9,2011-12-01,2011,12
Alaska,-12.8,-20.2,-5.4,2012-01-01,2012,1
Alaska,12.1,4.7,19.4,2012-02-01,2012,2
Alaska,4.3,-5.0,13.6,2012-03-01,2012,3
Alaska,27.3,18.1,36.5,2012-04-01,2012,4
Alaska,37.2,28.9,45.6,2012-05-01,2012,5
Alaska,50.4,41.6,59.3,2012-06-01,2012,6
Alaska,52.0,44.6,59.3,2012-07-01,2012,7
Alaska,49.9,42.4,57.3,2012-08-01,2012,8
Alaska,40.6,34.4,46.7,2012-09-01,2012,9
Alaska,25.5,19.1,32.0,2012-10-01,2012,10
Alaska,6.0,-0.1,12.0,2012-11-01,2012,11
Alaska,-0.8,-7.3,5.8,2012-12-01,2012,12
Alaska,9.8,3.9,15.8,2013-01-01,2013,1
Alaska,6.3,-0.8,13.4,2013-02-01,2013,2
Alaska,11.0,1.7,20.2,2013-03-01,2013,3
Alaska,16.7,7.0,26.5,2013-04-01,2013,4
Alaska,35.2,25.9,44.6,2013-05-01,2013,5
Alaska,53.9,43.5,64.4,2013-06-01,2013,6
Alaska,55.0,46.6,63.4,2013-07-01,2013,7
Alaska,51.4,43.7,59.0,2013-08-01,2013,8
Alaska,39.6,33.7,45.4,2013-09-01,2013,9
Alaska,34.0,28.8,39.2,2013-10-01,2013,10
Alaska,13.7,7.0,20.5,2013-11-01,2013,11
Alaska,7.0,0.7,13.2,2013-12-01,2013,12
Alaska,18.4,12.8,24.0,2014-01-01,2014,1
Alaska,6.7,-1.1,14.4,2014-02-01,2014,2
Alaska,14.1,4.0,24.3,2014-03-01,2014,3
Alaska,27.4,17.9,36.9,2014-04-01,2014,4
Alaska,41.9,32.5,51.2,2014-05-01,2014,5
Alaska,48.1,40.0,56.3,2014-06-01,2014,6
Alaska,52.7,44.7,60.6,2014-07-01,2014,7
Alaska,52.0,44.2,59.7,2014-08-01,2014,8
Alaska,42.3,34.8,49.9,2014-09-01,2014,9
Alaska,25.8,20.0,31.5,2014-10-01,2014,10
Alaska,19.6,14.3,25.0,2014-11-01,2014,11
Alaska,15.0,9.8,20.1,2014-12-01,2014,12
Alaska,7.1,0.8,13.5,2015-01-01,2015,1
Alaska,12.6,5.5,19.8,2015-02-01,2015,2
Alaska,15.9,7.0,24.8,2015-03-01,2015,3
Alaska,28.2,20.0,36.3,2015-04-01,2015,4
Alaska,44.8,35.3,54.2,2015-05-01,2015,5
Alaska,52.3,42.9,61.8,2015-06-01,2015,6
Alaska,54.2,46.2,62.3,2015-07-01,2015,7
Alaska,49.3,42.0,56.5,2015-08-01,2015,8
Alaska,38.9,32.8,45.0,2015-09-01,2015,9
Alaska,31.6,26.4,36.8,2015-10-01,2015,10
Alaska,17.2,11.2,23.3,2015-11-01,2015,11
Alaska,8.3,2.3,14.3,2015-12-01,2015,12
Alaska,17.2,11.4,23.0,2016-01-01,2016,1
Alaska,17.3,10.4,24.2,2016-02-01,2016,2
Alaska,18.7,10.8,26.7,2016-03-01,2016,3
Alaska,33.3,24.7,42.0,2016-04-01,2016,4
Alaska,44.0,35.2,52.9,2016-05-01,2016,5
Alaska,51.8,42.7,60.9,2016-06-01,2016,6
Alaska,55.6,47.9,63.3,2016-07-01,2016,7
Alaska,53.2,46.0,60.5,2016-08-01,2016,8
Alaska,42.3,34.9,49.7,2016-09-01,2016,9
Alaska,29.7,22.0,37.3,2016-10-01,2016,10
Alaska,13.3,7.6,19.1,2016-11-01,2016,11
Alaska,6.2,0.1,12.2,2016-12-01,2016,12
Alaska,4.5,-2.7,11.6,2017-01-01,2017,1
Alaska,6.6,-1.3,14.5,2017-02-01,2017,2
Alaska,4.4,-5.9,14.8,2017-03-01,2017,3
Alaska,29.6,20.6,38.6,2017-04-01,2017,4
Alaska,40.9,32.0,49.9,2017-05-01,2017,5
Alaska,51.5,42.6,60.4,2017-06-01,2017,6
Alaska,56.4,48.1,64.6,2017-07-01,2017,7
Alaska,50.3,43.5,57.2,2017-08-01,2017,8
Alaska,42.7,36.3,49.1,2017-09-01,2017,9
Alaska,30.2,24.8,35.6,2017-10-01,2017,10
Alaska,15.7,9.5,21.9,2017-11-01,2017,11
Alaska,19.0,13.5,24.4,2017-12-01,2017,12
Arizona,43.2,28.5,57.9,1994-01-01,1994,1
Arizona,43.3,30.3,56.3,1994-02-01,1994,2
Arizona,52.9,39.1,66.8,1994-03-01,1994,3
Arizona,58.2,43.3,73.1,1994-04-01,1994,4
Arizona,65.2,49.8,80.6,1994-05-01,1994,5
Arizona,79.2,62.7,95.7,1994-06-01,1994,6
Arizona,81.3,66.0,96.5,1994-07-01,1994,7
Arizona,81.3,67.5,95.1,1994-08-01,1994,8
Arizona,73.7,59.4,88.0,1994-09-01,1994,9
Arizona,59.6,45.2,74.0,1994-10-01,1994,10
Arizona,45.5,32.7,58.2,1994-11-01,1994,11
Arizona,43.2,31.9,54.6,1994-12-01,1994,12
Arizona,42.1,32.0,52.1,1995-01-01,1995,1
Arizona,50.9,37.8,64.0,1995-02-01,1995,2
Arizona,51.3,38.3,64.3,1995-03-01,1995,3
Arizona,54.9,40.4,69.4,1995-04-01,1995,4
Arizona,61.7,47.3,76.1,1995-05-01,1995,5
Arizona,72.1,55.5,88.6,1995-06-01,1995,6
Arizona,80.3,64.5,96.0,1995-07-01,1995,7
Arizona,81.4,67.5,95.2,1995-08-01,1995,8
Arizona,74.6,60.4,88.9,1995-09-01,1995,9
Arizona,63.1,46.2,80.0,1995-10-01,1995,10
Arizona,55.0,40.1,69.9,1995-11-01,1995,11
Arizona,44.7,31.2,58.1,1995-12-01,1995,12
Arizona,44.2,29.8,58.6,1996-01-01,1996,1
Arizona,50.1,37.3,62.8,1996-02-01,1996,2
Arizona,51.9,37.2,66.6,1996-03-01,1996,3
Arizona,59.9,43.6,76.2,1996-04-01,1996,4
Arizona,69.6,52.9,86.4,1996-05-01,1996,5
Arizona,78.0,61.3,94.8,1996-06-01,1996,6
Arizona,82.3,68.4,96.2,1996-07-01,1996,7
Arizona,80.2,66.2,94.1,1996-08-01,1996,8
Arizona,70.3,57.0,83.6,1996-09-01,1996,9
Arizona,60.8,46.3,75.2,1996-10-01,1996,10
Arizona,51.0,37.4,64.6,1996-11-01,1996,11
Arizona,44.2,31.0,57.3,1996-12-01,1996,12
Arizona,42.0,31.2,52.7,1997-01-01,1997,1
Arizona,44.7,31.3,58.2,1997-02-01,1997,2
Arizona,55.0,38.7,71.2,1997-03-01,1997,3
Arizona,56.2,42.4,70.1,1997-04-01,1997,4
Arizona,70.5,54.6,86.4,1997-05-01,1997,5
Arizona,73.8,57.7,89.9,1997-06-01,1997,6
Arizona,79.4,64.0,94.9,1997-07-01,1997,7
Arizona,79.1,65.8,92.4,1997-08-01,1997,8
Arizona,75.0,62.1,87.9,1997-09-01,1997,9
Arizona,60.2,45.3,75.0,1997-10-01,1997,10
Arizona,51.0,37.3,64.7,1997-11-01,1997,11
Arizona,39.4,28.1,50.8,1997-12-01,1997,12
Arizona,43.8,31.2,56.5,1998-01-01,1998,1
Arizona,42.0,31.5,52.4,1998-02-01,1998,2
Arizona,49.0,35.7,62.3,1998-03-01,1998,3
Arizona,52.7,38.4,67.0,1998-04-01,1998,4
Arizona,63.0,47.3,78.6,1998-05-01,1998,5
Arizona,71.8,55.1,88.5,1998-06-01,1998,6
Arizona,81.2,66.8,95.5,1998-07-01,1998,7
Arizona,80.4,66.6,94.3,1998-08-01,1998,8
Arizona,73.6,59.7,87.4,1998-09-01,1998,9
Arizona,60.5,45.9,75.1,1998-10-01,1998,10
Arizona,50.6,36.3,64.9,1998-11-01,1998,11
Arizona,42.7,29.5,55.9,1998-12-01,1998,12
Arizona,45.4,30.9,59.8,1999-01-01,1999,1
Arizona,48.0,32.8,63.2,1999-02-01,1999,2
Arizona,53.0,37.3,68.8,1999-03-01,1999,3
Arizona,53.2,39.1,67.3,1999-04-01,1999,4
Arizona,65.3,49.4,81.2,1999-05-01,1999,5
Arizona,74.5,58.5,90.5,1999-06-01,1999,6
Arizona,78.3,66.0,90.6,1999-07-01,1999,7
Arizona,77.8,64.5,91.2,1999-08-01,1999,8
Arizona,72.6,58.5,86.7,1999-09-01,1999,9
Arizona,64.2,47.2,81.3,1999-10-01,1999,10
Arizona,55.1,38.5,71.6,1999-11-01,1999,11
Arizona,42.0,28.0,56.0,1999-12-01,1999,12
Arizona,45.8,31.8,59.8,2000-01-01,2000,1
Arizona,48.4,34.6,62.3,2000-02-01,2000,2
Arizona,50.5,37.0,64.1,2000-03-01,2000,3
Arizona,61.9,45.5,78.3,2000-04-01,2000,4
Arizona,71.2,54.2,88.2,2000-05-01,2000,5
Arizona,77.8,62.4,93.2,2000-06-01,2000,6
Arizona,81.5,66.5,96.4,2000-07-01,2000,7
Arizona,79.4,66.1,92.7,2000-08-01,2000,8
Arizona,74.9,59.6,90.2,2000-09-01,2000,9
Arizona,60.2,47.9,72.5,2000-10-01,2000,10
Arizona,43.8,31.3,56.3,2000-11-01,2000,11
Arizona,44.7,30.6,58.7,2000-12-01,2000,12
Arizona,40.3,28.7,51.9,2001-01-01,2001,1
Arizona,44.2,31.5,57.0,2001-02-01,2001,2
Arizona,51.8,37.9,65.8,2001-03-01,2001,3
Arizona,57.5,42.8,72.2,2001-04-01,2001,4
Arizona,70.8,54.0,87.6,2001-05-01,2001,5
Arizona,77.5,60.7,94.3,2001-06-01,2001,6
Arizona,79.8,66.0,93.6,2001-07-01,2001,7
Arizona,79.1,65.1,93.0,2001-08-01,2001,8
Arizona,75.6,59.9,91.4,2001-09-01,2001,9
Arizona,64.7,49.5,79.8,2001-10-01,2001,10
Arizona,52.9,39.7,66.1,2001-11-01,2001,11
Arizona,40.2,27.4,52.9,2001-12-01,2001,12
Arizona,42.3,28.9,55.6,2002-01-01,2002,1
Arizona,46.2,30.4,62.0,2002-02-01,2002,2
Arizona,49.8,33.8,65.7,2002-03-01,2002,3
Arizona,62.0,46.1,77.9,2002-04-01,2002,4
Arizona,67.0,49.6,84.3,2002-05-01,2002,5
Arizona,78.8,61.2,96.3,2002-06-01,2002,6
Arizona,82.3,68.0,96.6,2002-07-01,2002,7
Arizona,79.8,64.8,94.8,2002-08-01,2002,8
Arizona,73.6,59.6,87.5,2002-09-01,2002,9
Arizona,60.0,46.2,73.8,2002-10-01,2002,10
Arizona,51.3,37.5,65.0,2002-11-01,2002,11
Arizona,41.0,29.3,52.7,2002-12-01,2002,12
Arizona,48.8,34.6,63.0,2003-01-01,2003,1
Arizona,45.5,34.1,56.9,2003-02-01,2003,2
Arizona,50.6,37.2,64.1,2003-03-01,2003,3
Arizona,55.6,40.6,70.6,2003-04-01,2003,4
Arizona,68.3,52.0,84.6,2003-05-01,2003,5
Arizona,76.3,59.7,93.0,2003-06-01,2003,6
Arizona,83.8,68.5,98.9,2003-07-01,2003,7
Arizona,80.0,66.8,93.3,2003-08-01,2003,8
Arizona,74.8,59.9,89.6,2003-09-01,2003,9
Arizona,67.3,52.3,82.4,2003-10-01,2003,10
Arizona,48.8,36.3,61.2,2003-11-01,2003,11
Arizona,43.0,29.7,56.3,2003-12-01,2003,12
Arizona,42.8,30.8,54.7,2004-01-01,2004,1
Arizona,42.1,29.8,54.4,2004-02-01,2004,2
Arizona,58.1,43.3,72.8,2004-03-01,2004,3
Arizona,57.9,44.1,71.8,2004-04-01,2004,4
Arizona,68.4,52.0,84.7,2004-05-01,2004,5
Arizona,75.9,59.0,92.8,2004-06-01,2004,6
Arizona,80.1,65.0,95.1,2004-07-01,2004,7
Arizona,77.8,63.7,91.8,2004-08-01,2004,8
Arizona,71.8,57.2,86.4,2004-09-01,2004,9
Arizona,60.0,46.9,73.0,2004-10-01,2004,10
Arizona,47.3,36.1,58.5,2004-11-01,2004,11
Arizona,42.8,31.1,54.4,2004-12-01,2004,12
Arizona,45.2,34.9,55.4,2005-01-01,2005,1
Arizona,46.2,37.0,55.4,2005-02-01,2005,2
Arizona,49.9,37.3,62.5,2005-03-01,2005,3
Arizona,57.2,41.8,72.6,2005-04-01,2005,4
Arizona,67.9,51.8,83.9,2005-05-01,2005,5
Arizona,74.4,58.1,90.8,2005-06-01,2005,6
Arizona,82.7,66.9,98.6,2005-07-01,2005,7
Arizona,77.5,64.2,90.8,2005-08-01,2005,8
Arizona,73.4,58.5,88.3,2005-09-01,2005,9
Arizona,62.8,48.6,76.9,2005-10-01,2005,10
Arizona,52.6,37.7,67.6,2005-11-01,2005,11
Arizona,43.9,29.3,58.6,2005-12-01,2005,12
Arizona,44.1,29.3,59.0,2006-01-01,2006,1
Arizona,47.8,32.1,63.6,2006-02-01,2006,2
Arizona,48.3,35.5,61.1,2006-03-01,2006,3
Arizona,59.0,43.3,74.6,2006-04-01,2006,4
Arizona,70.0,53.0,87.0,2006-05-01,2006,5
Arizona,79.5,63.1,96.0,2006-06-01,2006,6
Arizona,82.3,68.8,95.7,2006-07-01,2006,7
Arizona,77.9,65.1,90.7,2006-08-01,2006,8
Arizona,69.8,55.8,83.7,2006-09-01,2006,9
Arizona,60.2,46.4,73.9,2006-10-01,2006,10
Arizona,52.8,37.9,67.7,2006-11-01,2006,11
Arizona,41.8,28.4,55.3,2006-12-01,2006,12
Arizona,39.0,26.4,51.6,2007-01-01,2007,1
Arizona,46.7,33.4,60.0,2007-02-01,2007,2
Arizona,54.5,39.4,69.6,2007-03-01,2007,3
Arizona,59.3,44.2,74.5,2007-04-01,2007,4
Arizona,68.4,52.5,84.3,2007-05-01,2007,5
Arizona,77.3,60.4,94.3,2007-06-01,2007,6
Arizona,82.0,68.0,95.9,2007-07-01,2007,7
Arizona,80.5,67.5,93.5,2007-08-01,2007,8
Arizona,73.8,59.8,87.7,2007-09-01,2007,9
Arizona,62.4,47.2,77.7,2007-10-01,2007,10
Arizona,55.3,40.5,70.1,2007-11-01,2007,11
Arizona,39.9,28.4,51.4,2007-12-01,2007,12
Arizona,39.8,28.1,51.4,2008-01-01,2008,1
Arizona,45.0,32.1,58.0,2008-02-01,2008,2
Arizona,51.8,36.5,67.0,2008-03-01,2008,3
Arizona,58.0,41.7,74.3,2008-04-01,2008,4
Arizona,63.6,47.8,79.4,2008-05-01,2008,5
Arizona,77.3,60.2,94.4,2008-06-01,2008,6
Arizona,80.5,67.1,93.8,2008-07-01,2008,7
Arizona,79.3,66.1,92.6,2008-08-01,2008,8
Arizona,73.6,59.0,88.1,2008-09-01,2008,9
Arizona,62.9,46.9,78.9,2008-10-01,2008,10
Arizona,53.3,39.2,67.3,2008-11-01,2008,11
Arizona,42.4,30.8,54.0,2008-12-01,2008,12
Arizona,45.2,32.2,58.2,2009-01-01,2009,1
Arizona,46.6,32.7,60.4,2009-02-01,2009,2
Arizona,52.5,37.5,67.6,2009-03-01,2009,3
Arizona,57.0,41.5,72.4,2009-04-01,2009,4
Arizona,70.8,55.4,86.2,2009-05-01,2009,5
Arizona,73.0,58.5,87.5,2009-06-01,2009,6
Arizona,82.8,68.3,97.2,2009-07-01,2009,7
Arizona,79.7,64.3,95.0,2009-08-01,2009,8
Arizona,74.1,59.5,88.6,2009-09-01,2009,9
Arizona,59.4,44.8,74.0,2009-10-01,2009,10
Arizona,52.9,37.8,67.9,2009-11-01,2009,11
Arizona,39.0,27.1,50.8,2009-12-01,2009,12
Arizona,42.2,30.5,53.9,2010-01-01,2010,1
Arizona,44.3,33.1,55.5,2010-02-01,2010,2
Arizona,49.2,35.6,62.8,2010-03-01,2010,3
Arizona,56.1,41.2,70.9,2010-04-01,2010,4
Arizona,63.1,46.9,79.2,2010-05-01,2010,5
Arizona,75.9,59.2,92.6,2010-06-01,2010,6
Arizona,81.8,68.4,95.1,2010-07-01,2010,7
Arizona,79.0,65.8,92.1,2010-08-01,2010,8
Arizona,75.4,59.7,91.2,2010-09-01,2010,9
Arizona,62.7,49.3,76.1,2010-10-01,2010,10
Arizona,48.3,34.2,62.4,2010-11-01,2010,11
Arizona,46.7,34.5,58.9,2010-12-01,2010,12
Arizona,41.5,27.6,55.4,2011-01-01,2011,1
Arizona,41.7,27.8,55.6,2011-02-01,2011,2
Arizona,53.3,38.3,68.3,2011-03-01,2011,3
Arizona,58.9,43.8,73.9,2011-04-01,2011,4
Arizona,63.2,47.7,78.8,2011-05-01,2011,5
Arizona,75.7,58.4,93.1,2011-06-01,2011,6
Arizona,80.8,66.8,94.7,2011-07-01,2011,7
Arizona,82.2,68.1,96.3,2011-08-01,2011,8
Arizona,74.6,60.2,89.0,2011-09-01,2011,9
Arizona,62.8,47.6,78.0,2011-10-01,2011,10
Arizona,49.4,36.4,62.3,2011-11-01,2011,11
Arizona,39.9,28.2,51.6,2011-12-01,2011,12
Arizona,45.3,31.2,59.4,2012-01-01,2012,1
Arizona,45.6,31.9,59.3,2012-02-01,2012,2
Arizona,51.6,36.1,67.1,2012-03-01,2012,3
Arizona,60.6,44.8,76.4,2012-04-01,2012,4
Arizona,69.3,52.6,86.1,2012-05-01,2012,5
Arizona,78.7,61.6,95.8,2012-06-01,2012,6
Arizona,80.0,66.9,93.0,2012-07-01,2012,7
Arizona,80.5,67.2,93.8,2012-08-01,2012,8
Arizona,73.7,59.8,87.5,2012-09-01,2012,9
Arizona,63.8,48.1,79.5,2012-10-01,2012,10
Arizona,53.8,38.6,68.9,2012-11-01,2012,11
Arizona,42.4,30.1,54.6,2012-12-01,2012,12
Arizona,38.6,25.6,51.7,2013-01-01,2013,1
Arizona,42.2,28.8,55.6,2013-02-01,2013,2
Arizona,54.8,39.7,69.9,2013-03-01,2013,3
Arizona,59.4,44.0,74.8,2013-04-01,2013,4
Arizona,67.4,51.6,83.1,2013-05-01,2013,5
Arizona,79.5,62.4,96.6,2013-06-01,2013,6
Arizona,81.0,68.3,93.8,2013-07-01,2013,7
Arizona,78.5,65.4,91.5,2013-08-01,2013,8
Arizona,72.4,59.1,85.6,2013-09-01,2013,9
Arizona,58.8,43.6,74.0,2013-10-01,2013,10
Arizona,51.3,38.5,64.0,2013-11-01,2013,11
Arizona,41.5,28.9,54.1,2013-12-01,2013,12
Arizona,46.5,31.6,61.4,2014-01-01,2014,1
Arizona,50.0,35.7,64.3,2014-02-01,2014,2
Arizona,53.9,39.4,68.3,2014-03-01,2014,3
Arizona,59.1,43.8,74.4,2014-04-01,2014,4
Arizona,66.8,51.0,82.5,2014-05-01,2014,5
Arizona,77.7,61.0,94.4,2014-06-01,2014,6
Arizona,81.4,67.6,95.2,2014-07-01,2014,7
Arizona,76.5,63.6,89.4,2014-08-01,2014,8
Arizona,74.2,61.2,87.2,2014-09-01,2014,9
Arizona,64.9,50.4,79.4,2014-10-01,2014,10
Arizona,51.7,37.3,66.1,2014-11-01,2014,11
Arizona,44.3,33.5,55.2,2014-12-01,2014,12
Arizona,45.1,33.2,57.1,2015-01-01,2015,1
Arizona,52.0,37.8,66.1,2015-02-01,2015,2
Arizona,56.3,42.0,70.6,2015-03-01,2015,3
Arizona,58.4,43.1,73.7,2015-04-01,2015,4
Arizona,62.9,48.6,77.2,2015-05-01,2015,5
Arizona,78.4,62.7,94.1,2015-06-01,2015,6
Arizona,78.6,65.4,91.8,2015-07-01,2015,7
Arizona,80.6,66.9,94.2,2015-08-01,2015,8
Arizona,75.0,61.6,88.4,2015-09-01,2015,9
Arizona,64.5,52.0,77.0,2015-10-01,2015,10
Arizona,48.3,34.8,61.7,2015-11-01,2015,11
Arizona,40.9,28.1,53.7,2015-12-01,2015,12
Arizona,41.8,29.5,54.1,2016-01-01,2016,1
Arizona,50.6,34.5,66.6,2016-02-01,2016,2
Arizona,54.9,39.5,70.4,2016-03-01,2016,3
Arizona,58.5,43.8,73.1,2016-04-01,2016,4
Arizona,64.6,49.6,79.7,2016-05-01,2016,5
Arizona,80.3,64.1,96.5,2016-06-01,2016,6
Arizona,82.4,67.9,96.8,2016-07-01,2016,7
Arizona,77.5,64.4,90.6,2016-08-01,2016,8
Arizona,71.6,57.8,85.4,2016-09-01,2016,9
Arizona,66.1,51.2,81.0,2016-10-01,2016,10
Arizona,53.1,39.8,66.4,2016-11-01,2016,11
Arizona,44.7,32.8,56.6,2016-12-01,2016,12
Arizona,42.3,32.2,52.3,2017-01-01,2017,1
Arizona,49.3,37.4,61.3,2017-02-01,2017,2
Arizona,56.6,41.1,72.1,2017-03-01,2017,3
Arizona,59.8,43.9,75.7,2017-04-01,2017,4
Arizona,66.1,50.3,81.9,2017-05-01,2017,5
Arizona,79.8,62.6,97.0,2017-06-01,2017,6
Arizona,81.4,67.9,94.8,2017-07-01,2017,7
Arizona,79.1,65.2,93.0,2017-08-01,2017,8
Arizona,72.4,58.0,86.9,2017-09-01,2017,9
Arizona,64.9,48.4,81.4,2017-10-01,2017,10
Arizona,57.6,42.8,72.4,2017-11-01,2017,11
Arizona,46.4,31.7,61.1,2017-12-01,2017,12
Arkansas,36.6,28.0,45.2,1994-01-01,1994,1
Arkansas,43.0,32.0,54.0,1994-02-01,1994,2
Arkansas,51.9,39.4,64.4,1994-03-01,1994,3
Arkansas,62.7,50.1,75.3,1994-04-01,1994,4
Arkansas,66.2,55.1,77.4,1994-05-01,1994,5
Arkansas,78.8,68.4,89.3,1994-06-01,1994,6
Arkansas,78.1,68.0,88.2,1994-07-01,1994,7
Arkansas,76.2,65.0,87.3,1994-08-01,1994,8
Arkansas,70.2,57.9,82.6,1994-09-01,1994,9
Arkansas,62.4,51.8,72.9,1994-10-01,1994,10
Arkansas,54.2,44.8,63.5,1994-11-01,1994,11
Arkansas,44.4,35.8,53.0,1994-12-01,1994,12
Arkansas,41.1,31.8,50.3,1995-01-01,1995,1
Arkansas,44.5,32.8,56.1,1995-02-01,1995,2
Arkansas,53.5,42.6,64.4,1995-03-01,1995,3
Arkansas,60.1,48.2,72.0,1995-04-01,1995,4
Arkansas,68.3,58.6,78.1,1995-05-01,1995,5
Arkansas,74.6,63.6,85.5,1995-06-01,1995,6
Arkansas,80.0,69.1,90.9,1995-07-01,1995,7
Arkansas,83.1,71.1,95.2,1995-08-01,1995,8
Arkansas,70.0,58.6,81.4,1995-09-01,1995,9
Arkansas,62.0,47.5,76.5,1995-10-01,1995,10
Arkansas,47.8,35.2,60.4,1995-11-01,1995,11
Arkansas,40.7,31.8,49.6,1995-12-01,1995,12
Arkansas,38.2,27.1,49.2,1996-01-01,1996,1
Arkansas,44.4,31.9,57.0,1996-02-01,1996,2
Arkansas,46.2,34.3,58.0,1996-03-01,1996,3
Arkansas,58.2,45.5,71.0,1996-04-01,1996,4
Arkansas,72.3,62.3,82.2,1996-05-01,1996,5
Arkansas,76.3,65.7,86.8,1996-06-01,1996,6
Arkansas,79.2,69.2,89.2,1996-07-01,1996,7
Arkansas,77.6,67.3,87.9,1996-08-01,1996,8
Arkansas,70.0,58.9,81.1,1996-09-01,1996,9
Arkansas,61.2,49.2,73.2,1996-10-01,1996,10
Arkansas,46.6,38.1,55.1,1996-11-01,1996,11
Arkansas,44.6,34.6,54.5,1996-12-01,1996,12
Arkansas,38.6,28.8,48.3,1997-01-01,1997,1
Arkansas,46.0,37.1,54.8,1997-02-01,1997,2
Arkansas,54.8,42.4,67.2,1997-03-01,1997,3
Arkansas,56.0,44.5,67.4,1997-04-01,1997,4
Arkansas,65.9,53.7,78.0,1997-05-01,1997,5
Arkansas,74.3,64.1,84.6,1997-06-01,1997,6
Arkansas,81.3,70.1,92.6,1997-07-01,1997,7
Arkansas,77.4,66.6,88.3,1997-08-01,1997,8
Arkansas,73.2,60.9,85.5,1997-09-01,1997,9
Arkansas,60.9,48.9,73.0,1997-10-01,1997,10
Arkansas,47.1,38.1,56.1,1997-11-01,1997,11
Arkansas,40.4,32.2,48.6,1997-12-01,1997,12
Arkansas,44.3,36.2,52.4,1998-01-01,1998,1
Arkansas,46.5,36.8,56.2,1998-02-01,1998,2
Arkansas,49.6,39.9,59.3,1998-03-01,1998,3
Arkansas,59.7,47.7,71.8,1998-04-01,1998,4
Arkansas,72.7,61.2,84.2,1998-05-01,1998,5
Arkansas,79.9,69.2,90.6,1998-06-01,1998,6
Arkansas,84.0,72.8,95.1,1998-07-01,1998,7
Arkansas,80.9,69.6,92.1,1998-08-01,1998,8
Arkansas,77.9,66.5,89.2,1998-09-01,1998,9
Arkansas,64.1,52.4,75.8,1998-10-01,1998,10
Arkansas,53.7,43.9,63.5,1998-11-01,1998,11
Arkansas,43.9,34.6,53.2,1998-12-01,1998,12
Arkansas,42.6,32.4,52.9,1999-01-01,1999,1
Arkansas,49.6,38.1,61.1,1999-02-01,1999,2
Arkansas,49.0,38.4,59.7,1999-03-01,1999,3
Arkansas,63.4,52.8,74.0,1999-04-01,1999,4
Arkansas,68.2,56.5,79.9,1999-05-01,1999,5
Arkansas,76.5,66.8,86.1,1999-06-01,1999,6
Arkansas,81.6,71.2,92.0,1999-07-01,1999,7
Arkansas,81.2,67.6,94.9,1999-08-01,1999,8
Arkansas,71.9,58.1,85.7,1999-09-01,1999,9
Arkansas,62.0,47.5,76.5,1999-10-01,1999,10
Arkansas,55.8,42.2,69.3,1999-11-01,1999,11
Arkansas,44.0,32.8,55.2,1999-12-01,1999,12
Arkansas,41.8,31.7,51.8,2000-01-01,2000,1
Arkansas,49.1,37.0,61.2,2000-02-01,2000,2
Arkansas,54.8,43.6,66.0,2000-03-01,2000,3
Arkansas,59.2,47.4,70.9,2000-04-01,2000,4
Arkansas,70.8,60.8,80.8,2000-05-01,2000,5
Arkansas,75.1,65.6,84.7,2000-06-01,2000,6
Arkansas,80.1,69.0,91.2,2000-07-01,2000,7
Arkansas,83.8,70.3,97.4,2000-08-01,2000,8
Arkansas,73.7,60.2,87.2,2000-09-01,2000,9
Arkansas,63.9,51.1,76.7,2000-10-01,2000,10
Arkansas,46.8,37.7,55.9,2000-11-01,2000,11
Arkansas,31.6,22.9,40.4,2000-12-01,2000,12
Arkansas,37.0,27.5,46.5,2001-01-01,2001,1
Arkansas,45.5,35.6,55.5,2001-02-01,2001,2
Arkansas,47.9,37.8,57.9,2001-03-01,2001,3
Arkansas,65.4,54.2,76.5,2001-04-01,2001,4
Arkansas,70.0,58.4,81.6,2001-05-01,2001,5
Arkansas,75.5,64.7,86.4,2001-06-01,2001,6
Arkansas,82.0,71.6,92.3,2001-07-01,2001,7
Arkansas,80.8,69.8,91.8,2001-08-01,2001,8
Arkansas,70.9,59.3,82.4,2001-09-01,2001,9
